text,label
"fred , daphne , velma , shaggy and scooby soon realize that they cannot solve this mystery without help from each other .",0
payami is to be applauded for taking biting potshots at such volatile issues as iran's outmoded electoral process and women's status as second-class citizens .,1
"bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .",1
"a story of faith , family relations , and finding yourself .",0
"max is surrounded by treachery and can trust no one , including natalie , the dangerously beautiful cia agent assigned to watch over him .",0
"emerging from the human psyche and showing characteristics of abstract expressionism , minimalism and russian constructivism , graffiti removal has secured its place in the history of modern art while being created by artists who are unconscious of their artistic achievements .",0
"johann christoph haizmann , who lived in the 1650s , was a painter and a deeply disturbed individual .",0
the sequel to spy kids ; the second film revisits the adventures of the previous film .,0
"as the end of times approaches , an angel and a demon must team up to sort out the whole mess . . .",0
"rises and falls on the strength of its individual episodes . mostly , it rises , though its extreme length ill suits its anecdotal structure ( or perhaps vice versa ) .",1
"niccol the filmmaker merges his collaborators' symbolic images with his words , insinuating , for example , that in hollywood , only god speaks to the press",1
an art whose medium is one of flesh and bone .,0
"they all try to cope with the situation - he has only three weeks left , and you don't argue with a dying man .",0
"julian , a young heroin addict tattoos a ouija board on his back to communicate with a spirit he has known .",0
"they literally bump heads one night , and become best friends .",0
"very well made , but doesn't generate a lot of tension .",1
no doubt the star and everyone else involved had their hearts in the right place . where their heads were is anyone's guess .,1
"but as each retreats into their private worlds of fantasy , a much more lively story unfolds - a story of confrontations that should have happened , of secrets that need to be revealed .",0
"while awaiting trial , zoe is confined to house arrest , where she alternates falling in love with her frequent visitor and parole officer , daly , and trying to prove her innocence to regain her life and freedom .",0
"scooby doo is surely everything its fans are hoping it will be , and in that sense is a movie that deserves recommendation .",1
graffiti removal : the act of removing tags and graffiti by painting over them .,0
"firefighter gordon brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to claudio "" the wolf "" perrini .",0
depressingly thin and exhaustingly contrived . only masochistic moviegoers need apply .,1
paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .,1
what elevates the movie above the run-of-the-mill singles blender is its surreal sense of humor and technological finish .,1
"if the movie is finally stuck halfway been cinema and prose , miller proves that it's not an unfertile place to linger .",1
"in his sleepy home town on the english coast , nothing much inspires him . . . apart from bowls .",0
"steve's best friend , sean , on the other hand , hasn't been so lucky .",0
jimmy wayne garrick is bitten by a stray dog one night on his way home and becomes obsessed with the idea that he is becoming a werewolf .,0
"it all starts to smack of a hallmark hall of fame , with a few four letter words thrown in that are generally not heard on television .",1
"a profoundly stupid affair , populating its hackneyed and meanspirited storyline with cardboard characters and performers who value cash above credibility .",1
"an energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching ( or turntablism ) in particular .",1
"thoughtless , random , superficial humour and a lot of very bad scouse accents",1
"people on the site work monotonously , in a fervor , then dazed , trance-like .",0
"from the creative mind of pulizter winner dave barry , comes a film following a chain of events inspired by the arrival of a mysterious suitcase in miami .",0
"renée zellweger , catherine zeta-jones , richard gere , queen latifah and even sad-faced ol' john c . reilly will have you singin' and dancin' in the aisles .",1
"he picks up solitary women , uses them briefly for a job , then kills them .",0
"josh is about to turn 30 ; he's mentally retarded , and likes to play at being a vampire .",0
the filmmaker's heart is in the right place . . .,1
"director and co-writer hilary birmingham's maiden feature is a strong , polished , professional indie effort that bodes well for bigger success .",1
just an average comedic dateflick but not a waste of time .,1
now the assassin and the cop must join forces - so sue can avenge her sister's death and hong can prove her innocence in a spectacular confrontation at chow nunn's headquarters . . .,0
"human resources was a good , straightforward tale , but time out is better . it's haunting . it's like a poem .",1
things never seem to be the way they really are .,0
as smoochy catapults to fame - scoring hit ratings and the affections of a jaded network executive randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as america's sweetheart .,0
"what we have is a character faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance .",1
blake falls in love with melinda but the master compels blake to marry ariel against his will to keep him away from melinda his kept woman .,0
a little more intensity and a little less charm would have saved this film a world of hurt .,1
"whenever the victim watches it , the phone rings , telling them they have only one week to live .",0
take care of my cat offers a refreshingly different slice of asian cinema .,1
"with its lackadaisical plotting and mindless action , all about the benjamins evokes the bottom tier of blaxploitation flicks from the 1970s .",1
director andrew niccol . . . demonstrates a wry understanding of the quirks of fame . his healthy sense of satire is light and fun . . . .,1
chabrol ratchets up such a level of suspense -- and huppert gives such a mesmerizingly deadpan performance -- that merci pour le chocolat turns out to be as irresistible as a piece of dark chocolate .,1
"when the fire burns out , we've only come face-to-face with a couple dragons and that's where the film ultimately fails .",1
"while seeing them in the act of love making , billy kills his wife and best friend .",0
"the work of an exhausted , desiccated talent who can't get out of his own way .",1
"harper and serkis are terrific , while caine carries the film with the authority of a man who has been here before .",1
""" some like it hot "" meets "" stir crazy "" describes the antics of the film .",0
sort of an existential version of a seinfeld episode .,1
"never giving up the fight to win the war , mcnamara is silently planning , waiting for his moment to strike back at the enemy .",0
the government sends in an elite military task force lead by alice ( jovovich ) and rain ( rodriguez ) to contain the virus in three hours before it escapes and infects the rest of the world .,0
"feels aimless for much of its running time , until late in the film when a tidal wave of plot arrives , leaving questions in its wake .",1
the rare movie that's as crisp and to the point as the novel on which it's based .,1
"the women clash as plans go awry , tragedy strikes , and hearts get broken .",0
they are known as masters of the runaway art .,0
and the little red light from a laser rifle sight is proof that the caller isn't kidding .,0
"with salvage crews ordered to clear the crash zone for the busy easter traffic , the locals undertook their own salvage operation , making it their best easter ever .",0
boasts enough funny dialogue and sharp characterizations to be mildly amusing .,1
"when an older woman , mutt , an eccentric hustler with a heart , and her dog fort pass by , janey "" s solitude is forever changed .",0
"the film engages with the divergent paths taken , linked by childhood friendship and a mewling kitten , but a third act event is presented so abruptly it confuses the viewer until it rebounds somewhat with a satisfying closure .",1
bernal's transformation from naive priest to tortured adulterer to hard-nosed careerist is riveting .,1
"the police investigation that followed - led by detectives sam nico ( ted levine ) , louis cruz ( frankie g . ) and mike peters ( m . c .",0
"this isn't a terrible film by any means , but it's also far from being a realized work .",1
"after ten years of being ignored by record producers , jacki and the band find hope in one producer who promises to see them play and consider them for a contract .",0
with this relation the characters will discover lot of things about their past .,0
poignant if familiar story of a young person suspended between two cultures .,1
"a broadly played , lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags .",1
"in the small town , local cop connie struggles with many sightings of a mothlike creature taller than a man being reported , while john believes that an explanation for his wife's fate can be found .",0
they are five cinderellas in search of prince charming and a new chance in life .,0
a forceful drama of an alienated executive who re-invents himself .,1
"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together .",1
"breen's script has deadpan wit , though it becomes a little labored as it goes along .",1
"for decades we've marveled at disney's rendering of water , snow , flames and shadows in a hand-drawn animated world . prepare to marvel again .",1
"after a decade of hidden feelings , divorces and failed relationships , they both finally reveal their true feelings for one another - to find out they both are in love with the other .",0
"one of patricia's early followers is francis hiller ( edward albert jr . ) , jack's son and katherine's stepbrother , a successful local businessman .",0
"so in order for michael's quick and complete recovery , john takes the emergency room hostage until the doctors agree to get the transplant successful .",0
"it is in this great maritime empire , where opulence rhymes with tolerance , that isabel organizes secret passages for refugees fleeing the inquisition while clara falls in love with a venetian noble , paolo zane .",0
"as a hybrid teen thriller and murder mystery , murder by numbers fits the profile too closely .",1
if high crimes were any more generic it would have a universal product code instead of a title .,1
"a theme park owned by a man named , mondavarious .",0
"also , a conservative judge and the attorney general become suspicious of his early release and it's relation to the murdered prisoner .",0
'cq may one day be fondly remembered as roman coppola's brief pretentious period before going on to other films that actually tell a story worth caring about,1
"watching les destinées , whose pace may not be for everyone , is to be virtually part of the creative process .",1
"if you're willing to have fun with it , you won't feel cheated by the high infidelity of unfaithful .",1
a movie that will wear you out and make you misty even when you don't want to be .,1
an incoherent jumble of a film that's rarely as entertaining as it could have been .,1
my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it's virtually its own hollywood remake .,1
an original little film about one young woman's education .,1
"sam and ash become good friends as they fight to save celebi from the new team rocket villain , the iron-masked marauder and his darkball , which turns pok&#233 ; mon evil and augments their powers to the maximum .",0
"fbi agent will graham has been called out of early retirement to catch a serial killer , known by authorities as "" the tooth fairy "" .",0
"ram&#243 ; n salazar , spanish director defines his first feature stones in this way .",0
"after a wild session of lovemaking , dawn goes for a walk .",0
"[reno] may have a few grating gaps in logic and feels as if a good chunk of its story ended up on the cutting room floor , but there is just enough charm and humor peppered throughout to make it feel as if it wasn't a complete waste of time to sit through .",1
"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",1
"tony stilano and trev spackneys both own , live over and work in adjoining take-away fish shops in melbourne .",0
"instead of a hyperbolic beat-charged urban western , it's an unpretentious , sociologically pointed slice of life .",1
"strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , the four feathers comes up short .",1
"a banker , husband , and father , mr . smith ( larry pine ) must leave it behind him .",0
the movie is the strangest experience : a matter-of-fact thing that swallows you whole .,1
"we're not talking a disney treasure here , but if treasure planet falls short of gem status , it should provide youngsters with a reasonable amount of diversion .",1
five screenwriters are credited with the cliché-laden screenplay ; it seems as if each watered down the version of the one before .,1
it uses the pain and violence of war as background material for color .,1
""" mudbloods "" ( people of muggle families ) are "" petrified "" by an evil monster lurking in the grounds .",0
"nemesis has a delightfully nasty villain and pumped-up action , albeit along familiar lines .",1
"every member of the pecking order sees the dupe as the new low man on the totem pole , and as a result , the perfect tool to boost themselves towards the top of this dysfunctional hierarchy .",0
"you may be captivated , as i was , by its moods , and by its subtly transformed star , and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear .",1
just isn't as weird as it ought to be .,1
"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?",1
"pascale bailly's rom-com provides amélie's audrey tautou with another fabuleux destin -- i . e . , a banal spiritual quest .",1
"an intense relationship drama that takes the form of a mystery , the event centers around a series of unexplained deaths that occur among the gay community in new york's fashionable chelsea district .",0
"the cooler is bernie lootz ( william h . macy ) , and the cooler is a love story about the changing fortunes of this down-at-heels loser who has made a career out of spreading his virulent bad luck on the floor of las vegas' aging shangri-la casino .",0
warren schmidt ( nicholson ) is forced to deal with an ambiguous future as he enters retirement .,0
colt seeks the repair of a femininity damaged by an earlier incest .,0
it is so refreshing to see robin williams turn 180 degrees from the string of insultingly innocuous and sappy fiascoes he's been making for the last several years .,1
"eccentric enough to stave off doldrums , caruso's self-conscious debut is also eminently forgettable .",1
"some body is a shaky , uncertain film that nevertheless touches a few raw nerves .",1
"it's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 .",1
"documentary and drama carry spielrein's life into the cross-hairs of warring ideologies ( communism , national socialism ) .",0
"a movie that's full of deft , off-center observations about the world of filmmaking .",1
"by the end , only one thing is certain - justice is simply a toss of the coin .",0
"beary barrinson , a ten-year-old bear cub raised by humans , heads for tennessee to find his birth family .",0
"jackson , a cute , lanky , blue-haired poet who works in a record store , is at the center of everett lewis' twisted black la comedy .",0
succeeds very well in its primary aim of making us gasp .,1
"whether seen on a 10-inch television screen or at your local multiplex , the edge-of-your-seat , educational antics of steve irwin are priceless entertainment .",1
"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action .",1
"in 1949 , laura brown , a pregnant housewife , is planning a party for her husband , but she can't stop reading the novel 'mrs .",0
an enjoyably half-wit remake of the venerable italian comedy big deal on madonna street .,1
"torn between his father's dream of making a hospital ( which he can realize by marrying sonia ) and his own personal emotions for dr . neha , akash has to choose either .",0
area k tells a story of arabs and jews who are struggling together to make a living from the sea in the midst of territorial bloodshed .,0
"the parts are better than the whole ( bizarre , funny , tragic - like love in new york ) .",1
combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural -- why didn't hollywood think of this sooner ?,1
"little does he know , he is investigating some of the biggest events of the star wars saga , as he finds out that there is a connection between the assassination attempts and a separtists movement led by a former jedi ( christopher lee ) against the republic .",0
not just unlikable . disturbing . disgusting . without any redeeming value whatsoever .,1
it's hard to imagine that even very small children will be impressed by this tired retread .,1
"based on the classic sci-fi novel by h . g . wells , "" the time machine "" stars guy pearce in the role of scientist and inventor , alexander hartdegen , who is determined to prove that time travel is possible .",0
"paravasu's cousin and bitter rival yavakri ( nagarjuna ) has just returned triumphant after 10 years of practicing austerities in the jungle , with the gift of universal knowledge from the gods .",0
"the film , while not exactly assured in its execution , is notable for its sheer audacity and openness .",1
"among the drove is a pair of con men , on a decadent road trip as santa and his elf .",0
"the actors pull out all the stops in nearly every scene , but to diminishing effect . the characters never change .",1
"two multinational corporations opt for trial by combat , to swiftly and inexpensively settle their differences .",0
"reapers , a new breed of vampire that feed off humans and vampires , emerge with plans for world domination and blade must team with the bloodpack , an elite team of vampire warriors specifically trained to hunt him , in order to defeat this new menace .",0
"meanwhile , assistant chief holland , the only man in the department willing to stand up to the sis , threatens to end perry's brand of singlehanded "" justice "" on the los angeles streets .",0
"while gypsy's unprecedented disappearance perplexes the entire music industry , she retreats with her husband to the desolation of cape cod in winter . . .",0
"now i can see why people thought i was too hard on "" the mothman prophecies "" .",1
"a documentary examining the december 2nd , 1999 assassination of microsoft ceo bill gates in los angeles , and the group of key players seeking to unravel the mystery of his alleged assassin as well as the circumstances surrounding his death .",0
burns' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .,1
"is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic hong kong action aesthetic ?",1
this temporary city is the 6th largest in nevada .,0
has just enough charm ( not to mention a sense of its own ridiculousness ) to stay afloat .,1
"her hatred of the world is only matched by her love of musicals the good , old fashioned american ones ( of course ) .",0
"in a fit of desperation he challenges god and vents that if only he had god's power , he could solve all his problems .",0
"a very bizarre blend of reservoir dogs , fight club , unbreakable and croupier .",1
she's not disappointed - oliver turns out to be a nightmare .,0
this becomes somewhat of a problem when all of the dead scientists come back to life in search of a snack .,0
"the film captures intense footage of several art events as well as interviews with burning man organizers larry harvey ( also co-founder ) , crimson rose and will roger who explain how , what started in 1986 as an impromptu summer solstice celebration , put on by a few friends at a beach in san francisco , has turned into a full-blown exercise in city planning and management with a hefty price-tag .",0
". . . flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .",1
"unlike conventional movies , kill bill is told in chapter format making the narrative flow more like a book than a film .",0
"finally paula , who ran away from home and got pregnant , is now in a relationship she doesn't want .",0
"on the verge of judgement day , the most advanced terminator unit ever , the t-x , arrives from the future to ensure the rise of the machines .",0
"a nicely constructed film with an unusual , though not unheard-of theme for chinese cinema .",1
"paramount to her world is gene , a wealthy disturbed businessman who has slowly become her benefactor over the years .",0
"the regulus submarines were the forerunners of these weapons , and proved the concept that stabilized the cold war .",0
"it's the kind of movie you can't quite recommend because it is all windup and not much of a pitch , yet you can't bring yourself to dislike it .",1
"carlton "" niche "" james ( cory barlog ) is a man on a mission .",0
"narrative may be looser than baby teeth , but amy's orgasm is such a verbosely in-depth exploration of female sensuality and identity .",1
"with some encouragement from tom ( paul bettany ) , the self-appointed town spokesman , the little community agrees to hide her and in return , grace agrees to work for them .",0
an ironic speculation on democracy in a culture unaccustomed to it .,1
drank water from a spring that was actually a fountain of youth .,0
"if you think it's a riot to see rob schneider in a young woman's clothes , then you'll enjoy the hot chick .",1
nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises .,1
"divine secrets of the ya-ya sisterhood may not be exactly divine , but it's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances .",1
a collage of clichés and a dim echo of allusions to other films .,1
griffin & co . manage to be spectacularly outrageous .,1
chaos ensues as the patrons of the establishment band together to fight for their lives .,0
the decisions he makes when confronted with this new truth will affect him forever .,0
roxie hart is a married chorus girl with hopes of being a headliner in vaudeville .,0
but her husband always has prevented her realization of this fact .,0
a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack,1
more dutiful than enchanting . . . terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat .,1
"she may not be real , but the laughs are .",1
"mois&#233 ; s kaufman and members of new york's tectonic theater project went to laramie , wyoming after the murder of matthew shepard .",0
mark pellington's latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth .,1
"you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid .",1
"however , the manner in which he decides to suicide is quite peculiar : he allows himself to be abducted by a cult , whose members treat him as their "" king "" for one year ( he is given a castle , concubines , gifts , etc . . . ) , and then murder him as an atonement for their yearly sins .",0
"the plot has a number of holes , and at times it's simply baffling .",1
visually exciting sci-fi film which suffers from a lackluster screenplay .,1
"as a technical exercise that redefines moviemaking , it is astonishing .",1
"whenever it threatens to get bogged down in earnest dramaturgy , a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle rouses us . if horses could fly , this is surely what they'd look like .",1
"the principals in this cast are all fine , but bishop and stevenson are standouts .",1
it's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese .,1
"the kind of history lesson that you wouldn't mind seeing again and again , no matter the format .",1
"when he is told that he is being considered for the position of anchorman , he goes out to do a live feed but when it is announced that evan baxter was going to be the new anchorman , and he freaks out .",0
"everyone's favorite mad scientist herbert west is currently in jail after having state's evidence turned against him by his former assistant , dan cain .",0
"an authentically vague , but ultimately purposeless , study in total pandemonium .",1
"adrien , a former high-flying bank robber , recently released from prison and suffering from an incurable form of cancer . . .",0
it treats us to beautiful insights and tragic struggles that swell the heart and make us feel genuine empathy for two people embracing the truth amidst a pack of lies .,1
"new york serves as a backdrop for a cast of characters in search of love , lust or lucre including a woman who makes awkward moves on the man renovating her soho loft , an embezzler , a sleazy artist and a phone psychic .",0
"ice age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on .",1
this movie . . . doesn't deserve the energy it takes to describe how bad it is .,1
celebrities are talking about him on mtv and girls are fighting over him on jerry springer .,0
these four robbed a bank and hijacked an entire town for 3 days .,0
one of those films that started with a great premise and then just fell apart .,1
"the film is probably worth seeing for the sheer spectacle of it all , for the sake of obtaining valuable information , and for finding more closure on a story that has always been missing several pieces .",1
"while on vacation in italy , frances mayes ( lane ) buys a villa in the tuscan countryside and decides to begin anew .",0
"in venice , italy , a team of expert theives pulls a daring heist of 35 million dollars in bars of gold .",0
"thus , christina spends the rest of the movie searching for him with her best friend courtney .",0
the way coppola professes his love for movies -- both colorful pop junk and the classics that unequivocally qualify as art -- is giddily entertaining .,1
"although they have fallen into a habitual rivalry based on a cause long forgotten , the pair unite when the multinational fast-food outlet "" burgies "" unveils a new store directly opposite the twin fish &#38 ; chips shops .",0
"jack , a lonely driver on a desert highway , runs out of gas .",0
"alex rose , a 23-year-old filmmaker arrives in hollywood , to pursue his dream .",0
a sluggish pace and lack of genuine narrative hem the movie in every bit as much as life hems in the spirits of these young women .,1
"not having enough money , he angrily attempts to rape her .",0
"there are many things that solid acting can do for a movie , but crafting something promising from a mediocre screenplay is not one of them .",1
"and even if the answer is "" yes , "" what then ?",0
now all they have to do is pick the right guy .,0
brosnan's finest non-bondish performance yet fails to overcome the film's manipulative sentimentality and annoying stereotypes .,1
"this will cause tremendous natural disasters , wiping out life as we know it .",0
their relationship has seen better days and jessica acquiring a clapped-out 1984 skoda doesn't make things easier .,0
niko prefers to pen his berlin tales on the counter of a funky bar behind the shark tank .,0
"just when it seems martha's influence may be having a favorable effect on greg's attitude , his old ways win out .",0
"at least it's a fairly impressive debut from the director , charles stone iii .",1
"terminally bland , painfully slow and needlessly confusing . . . the movie , shot on digital videotape rather than film , is frequently indecipherable .",1
"his older brother dale , suspects that there is nothing wrong with brian and that this is just a ploy for more attention .",0
"an entertaining romp that stays true to the material's television roots , this film is a good starting point for viewers unfamiliar with the series .",1
having arrived at hole in the wall they meet a mysterious stranger and all hell breaks loose . . .,0
a movie in which two not very absorbing characters are engaged in a romance you can't wait to see end .,1
"a rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .",1
"a man gets into a car and makes a farewell address to his young daughter , explaining why he will blow himself up as a protest against the dictatorship he lives in .",0
"jason loses an important story assignment entitled 'big fat liar' in movie producer marty wolf's ( paul giamatti ) limo , which wolf then turns into a film .",0
raja also manages to go to malaysia with them .,0
"a 19th century insane asylum is memorialized by a captivating montage of inventories , histories , and brain surgeries .",0
"so fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated . not to mention absolutely refreshed .",1
"as underwater ghost stories go , below casts its spooky net out into the atlantic ocean and spits it back , grizzled and charred , somewhere northwest of the bermuda triangle .",1
"nearly surreal , dabbling in french , this is no simple movie , and you'll be taking a risk if you choose to see it . i enjoyed the ride ( bumps and all ) , creamy depth , and ultimate theme .",1
"henry bean's thoughtful screenplay provides no easy answers , but offers a compelling investigation of faith versus intellect",1
"a dim-witted and lazy spin-off of the animal planet documentary series , crocodile hunter is entertainment opportunism at its most glaring .",1
could matty finish a porn movie before his legs get broken by tokyo tony ?,0
"[f]rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels .",1
there he encounters dawn's family who tie him down and put him on trail for the murder of the girl years before .,0
"it is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",1
"both , ghisu and rupi are in a situation ; where on one side is their love for kanna and on the other side is the conviction to fight for justice .",0
"despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style .",1
"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort .",1
"branagh , in his most forceful non-shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit .",1
the daughter is trying to get to know her unwilling mother .,0
"wise , cruelly observant of human nature and hysterically funny .",1
"too ordinary to restore [harmon] to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience .",1
"when [reno] lets her radical flag fly , taking angry potshots at george w . bush , henry kissinger , larry king , et al . , reno devolves into a laugh-free lecture .",1
this story is a heartbreaking look into the addiction of smoking and its consequences to the loved ones of the smoker .,0
"affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things .",1
in the end there is one word that best describes this film : honest .,1
"by applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject .",1
"a beguiling , slow-moving parable about the collision of past and present on a remote seacoast in iran .",1
i suspect this is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the dvd .,1
when it's over all that they got is a bag full of black gems which is what the man who hired them wanted .,0
"everybody , especially the police captain , refuses to believe nick's story , and soon the harbor will be filled with boats for the 4th of july celebrations . . .",0
"for too long the children have been abused , molested , neglected , exploited , and killed , and their tormentors have escaped through the cracks in the justice system .",0
"when the gammasphere goes wrong , bruce banner is afflicted with the ability to turn into a mammoth creature soon dubbed 'the hulk' , a manifestation of his own inner demons that he mutates into when it is emotionally triggered .",0
"well-acted , well-directed and , for all its moodiness , not too pretentious .",1
too clumsy in key moments . . . to make a big splash .,1
hank azaria and vincent d'onofrio also star as does screenwriter/comedienne heather morgan as the canine wife .,0
a fairly harmless but ultimately lifeless feature-length afterschool special .,1
"his unemployment and the fact that there is no woman in the house to care for the children , evelyn , noel and brendan , make it clear to the authorities that his is an untenable situation .",0
"a special kind of movie , this melancholic film noir reminded me a lot of memento . . .",1
"chomsky's voice may be unpopular , but his incisive arguments , based on decades of research and analysis , are heard and considered in this chronicle comprised of interview footage , and various talks he's given .",0
katie is a young girl who loves to climb .,0
now he is messing with forces from beyond the grave .,0
"finch must stop their wedding , but stifler refuses to tell him the date and locaction of the wedding .",0
"like a veteran head cutter , barbershop is tuned in to its community .",1
"during his tenure , he was responsible for such revolutionary films as the godfather , rosemary's baby , love story , the odd couple , harold and maude and chinatown .",0
billy is now ready to play the ultimate showman !,0
"until she leaves to the kitchen and he finds out that under the bed a male shoe that does not belong to him is carefully hidden by a male hand , under his own eyes .",0
"academy award winner angelina jolie stars as sarah jordan , an american living in london in 1984 .",0
it somehow managed to make its way past my crappola radar and find a small place in my heart,1
"as literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children's entertainment . you'll forget about it by monday , though , and if they're old enough to have developed some taste , so will your kids .",1
"marked by past scars and quickly running out of time , graham finds himself tangled in a heap of madness , sacrificing his work , his family , and above all his own life , to put an end to pure evil .",0
"using only a phone , a polaroid camera and his wits , he reclaims control over his life , transforming himself from pawn to puppet master in a wicked tale of revenge .",0
"the fascination comes in the power of the huston performance , which seems so larger than life and yet so fragile , and in the way the ivan character accepts the news of his illness so quickly but still finds himself unable to react .",1
"sudden fame does not seem to solve everything , however .",0
"anna changes her mind : when some rich , ignorant american couple wondering about if they should buy the house asks for the swimming pool ( while the mediterranean is half a mile away ) , she simply doubles the charge , and finally puts the "" for sale "" plate into the garbage can .",0
"[city] reminds us how realistically nuanced a robert de niro performance can be when he is not more lucratively engaged in the shameless self-caricature of 'analyze this' ( 1999 ) and 'analyze that , ' promised ( or threatened ) for later this year .",1
the fact that the filmmakers family is integral to this slice of life takes us that much closer to it all .,0
"though tom shadyac's film kicks off spookily enough , around the halfway mark it takes an abrupt turn into glucose sentimentality and laughable contrivance .",1
"soon , against his own expectations and the scorn of his friends , landon finds himself falling in love with this outwardly plain girl who possesses a passion for life he never imagined possible .",0
remember when bond had more glamour than clamor ? no more .,1
those who love him today risk being heartbroken tomorrow . . .,0
"still suffering from her hangover , julie doesn't realize that ellen is missing when the school bus leaves the cemetery .",0
"city by the sea is the cinematic equivalent of defensive driving : it's careful , conscientious and makes no major mistakes . but what saves lives on the freeway does not necessarily make for persuasive viewing .",1
"part contemporary investigation and part historical inquiry , documentary follows the quest of one journalist in search of justice .",0
"the film hinges on its performances , and both leads are up to the task .",1
"even though frode is only 7 years old , he doesn't really believe in monsters .",0
"scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf .",1
this is an exercise not in biography but in hero worship .,1
"there's . . . tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate .",1
will tom be able to persuade his naturally cautious and terminally confused fianc&#233 ; e to work through all the damage and chaos ?,0
"if you're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite .",1
"there's a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .",1
"the driver finds himself in a dangerous , yet highly political situation ; this time being pursued by a helicopter gunship while carrying a passenger with a suitcase . . .",0
rice is too pedestrian a filmmaker to bring any edge or personality to the rising place that would set it apart from other deep south stories .,1
the surprising skill and compassion that group's makers exhibit turns what could have been an uninvolving actor's exercise into a compelling and complicated emotional stew .,1
"in the hilarious comedy daddy day care , two fathers ( eddie murphy , jeff garlin ) lose their jobs in product development at a large food company and are forced to take their sons out of the exclusive chapman academy and become stay-at-home fathers .",0
they feel they are at the end of their rope and know they need a big stash of cash to make their musical dreams a reality .,0
"it sounds like another clever if pointless excursion into the abyss , and that's more or less how it plays out .",1
pero alargando la mano ya no consiguen dinero suficiente y salva decide aprovechar el ambiente general y hacerse pasar por un nuevo mes&#237 ; as .,0
"i certainly found its depiction of a family affected by grief far more believable and effective than the strident dish-breaking , breast-beating of in the bedroom .",1
"succumbs to the same kind of maudlin , sentimental mysticism that mars the touched by an angel school of non-god spiritual-uplift movies .",1
it takes us finally to the comedy clubs that for so many years we saw only at the beginning and end of seinfeld .,1
